Date,Month,Year,Area,Property_type,Bedroom,Sale_Price,Price_per_sqft,Rent
1/10/2019,October,2019,Dubai Hills Estate,Villa,4,"3,050,000",1020,"132,500"
1/11/2019,November,2019,Dubai Hills Estate,Villa,4,"2,699,352",1087,"172,500"
1/12/2019,December,2019,Dubai Hills Estate,Villa,4,"2,582,388",1053,"147,500"
1/01/2020,January,2020,Dubai Hills Estate,Villa,4,"2,632,888",1024,"160,000"
1/02/2020,February,2020,Dubai Hills Estate,Villa,4,"2,989,444",1116,"112,000"
1/03/2020,March,2020,Dubai Hills Estate,Villa,4,"2,380,000",934,"127,000"
1/04/2020,April,2020,Dubai Hills Estate,Villa,4,"3,662,500",1060,"120,000"
1/05/2020,May,2020,Dubai Hills Estate,Villa,4,"2,000,000",809,"160,000"
1/06/2020,June,2020,Dubai Hills Estate,Villa,4,"3,286,944",1068,"115,000"
1/07/2020,July,2020,Dubai Hills Estate,Villa,4,"2,200,000",941,"155,000"
1/08/2020,August,2020,Dubai Hills Estate,Villa,4,"2,125,000",873,"170,000"
1/09/2020,September,2020,Dubai Hills Estate,Villa,4,"2,150,000",873,"135,000"
1/10/2020,October,2020,Dubai Hills Estate,Villa,4,"3,037,388",1064,"175,000"
1/11/2020,November,2020,Dubai Hills Estate,Villa,4,"2,626,522",977,"170,000"
1/12/2020,December,2020,Dubai Hills Estate,Villa,4,"2,700,000",1024,"185,000"
1/01/2021,January,2021,Dubai Hills Estate,Villa,4,"2,889,444",1081,"127,000"
1/02/2021,February,2021,Dubai Hills Estate,Villa,4,"2,923,351",1137,"150,000"
1/03/2021,March,2021,Dubai Hills Estate,Villa,4,"2,912,888",1145,"162,500"
1/09/2019,September,2019,Dubai Hills Estate,Villa,5,"5,140,888",1240,"190,000"
1/10/2019,October,2019,Dubai Hills Estate,Villa,5,"3,830,000",1023,"190,000"
1/11/2019,November,2019,Dubai Hills Estate,Villa,5,"4,150,000",1147,"195,000"
1/12/2019,December,2019,Dubai Hills Estate,Villa,5,"2,500,000",914,"215,000"
1/01/2020,January,2020,Dubai Hills Estate,Villa,5,"3,273,888",1197,"160,000"
1/02/2020,February,2020,Dubai Hills Estate,Villa,5,"3,402,444",1072,"135,000"
1/03/2020,March,2020,Dubai Hills Estate,Villa,5,"4,260,000",1028,"125,000"
1/04/2020,April,2020,Dubai Hills Estate,Villa,5,"3,226,456",976,"125,000"
1/05/2020,May,2020,Dubai Hills Estate,Villa,5,"4,300,000",1027,"126,250"
1/06/2020,June,2020,Dubai Hills Estate,Villa,5,"4,300,000",1143,"155,000"
1/07/2020,July,2020,Dubai Hills Estate,Villa,5,"2,600,000",951,"185,000"
1/08/2020,August,2020,Dubai Hills Estate,Villa,5,"3,800,000",951,"142,500"
1/09/2020,September,2020,Dubai Hills Estate,Villa,5,"4,350,000",1050,"210,000"
1/10/2020,October,2020,Dubai Hills Estate,Villa,5,"3,723,444",1056,"199,999"
1/11/2020,November,2020,Dubai Hills Estate,Villa,5,"4,800,000",1197,"290,000"
1/12/2020,December,2020,Dubai Hills Estate,Villa,5,"2,986,694",1089,"190,000"
1/01/2021,January,2021,Dubai Hills Estate,Villa,5,"3,225,553",1130,"145,000"
1/02/2021,February,2021,Dubai Hills Estate,Villa,5,"4,565,000",1184,"230,000"
1/03/2021,March,2021,Dubai Hills Estate,Villa,5,"3,523,970",1271,"179,999"
1/04/2019,April,2019,Palm Jumeirah,Villa,3,"6,200,000",1394,"255,000"
1/05/2019,May,2019,Palm Jumeirah,Villa,3,"6,199,500",1404,"260,000"
1/06/2019,June,2019,Palm Jumeirah,Villa,3,"6,000,000",1362,"240,000"
1/07/2019,July,2019,Palm Jumeirah,Villa,3,"4,800,000",1263,"232,500"
1/08/2019,August,2019,Palm Jumeirah,Villa,3,"6,199,000",1382,"280,000"
1/09/2019,September,2019,Palm Jumeirah,Villa,3,"5,800,000",1317,"260,000"
1/10/2019,October,2019,Palm Jumeirah,Villa,3,"5,500,000",1316,"240,000"
1/11/2019,November,2019,Palm Jumeirah,Villa,3,"5,650,000",1303,"240,000"
1/12/2019,December,2019,Palm Jumeirah,Villa,3,"4,200,000",1105,"245,000"
1/01/2020,January,2020,Palm Jumeirah,Villa,3,"6,300,000",1362,"275,000"
1/02/2020,February,2020,Palm Jumeirah,Villa,3,"4,700,000",1237,"206,500"
1/03/2020,March,2020,Palm Jumeirah,Villa,3,"6,199,500",1362,"195,000"
1/04/2020,April,2020,Palm Jumeirah,Villa,3,"6,049,500",1237,"160,000"
1/05/2020,May,2020,Palm Jumeirah,Villa,3,"5,600,000",1163,"310,000"
1/06/2020,June,2020,Palm Jumeirah,Villa,3,"5,500,000",1096,"265,000"
1/07/2020,July,2020,Palm Jumeirah,Villa,3,"3,800,000",1000,"250,000"
1/08/2020,August,2020,Palm Jumeirah,Villa,3,"4,050,000",1066,"250,000"
1/09/2020,September,2020,Palm Jumeirah,Villa,3,"5,600,000",1064,"160,000"
1/10/2020,October,2020,Palm Jumeirah,Villa,3,"6,050,000",1112,"245,000"
1/11/2020,November,2020,Palm Jumeirah,Villa,3,"6,350,000",1129,"262,500"
1/12/2020,December,2020,Palm Jumeirah,Villa,3,"4,750,000",1159,"265,000"
1/01/2021,January,2021,Palm Jumeirah,Villa,3,"6,425,000",1411,"350,000"
1/02/2021,February,2021,Palm Jumeirah,Villa,3,"6,500,000",1711,"330,000"
1/03/2021,March,2021,Palm Jumeirah,Villa,3,"9,150,000",1830,"640,000"
1/04/2019,April,2019,Palm Jumeirah,Villa,4,"4,000,000",800,"370,000"
1/05/2019,May,2019,Palm Jumeirah,Villa,4,"9,887,500",1900,"365,000"
1/06/2019,June,2019,Palm Jumeirah,Villa,4,"6,741,000",1348,"360,000"
1/07/2019,July,2019,Palm Jumeirah,Villa,4,"8,700,000",1740,"360,000"
1/08/2019,August,2019,Palm Jumeirah,Villa,4,"8,650,000",1730,"370,000"
1/09/2019,September,2019,Palm Jumeirah,Villa,4,"6,650,000",1441,"370,000"
1/10/2019,October,2019,Palm Jumeirah,Villa,4,"7,152,500",1453,"365,000"
1/11/2019,November,2019,Palm Jumeirah,Villa,4,"8,025,000",1605,"275,000"
1/12/2019,December,2019,Palm Jumeirah,Villa,4,"8,999,000",1730,"360,000"
1/01/2020,January,2020,Palm Jumeirah,Villa,4,"9,000,000",1717,"340,000"
1/02/2020,February,2020,Palm Jumeirah,Villa,4,"6,400,000",1280,"510,000"
1/03/2020,March,2020,Palm Jumeirah,Villa,4,"8,950,000",1660,"360,000"
1/04/2020,April,2020,Palm Jumeirah,Villa,4,"7,650,000",1530,"350,000"
1/05/2020,May,2020,Palm Jumeirah,Villa,4,"7,300,000",1460,"255,000"
1/06/2020,June,2020,Palm Jumeirah,Villa,4,"8,050,000",1610,"340,000"
1/07/2020,July,2020,Palm Jumeirah,Villa,4,"8,000,000",1452,"262,500"
1/08/2020,August,2020,Palm Jumeirah,Villa,4,"7,800,000",1560,"355,000"
1/09/2020,September,2020,Palm Jumeirah,Villa,4,"8,000,000",1600,"350,000"
1/10/2020,October,2020,Palm Jumeirah,Villa,4,"10,000,000",2000,"330,000"
1/11/2020,November,2020,Palm Jumeirah,Villa,4,"9,650,000",1930,"400,000"
1/12/2020,December,2020,Palm Jumeirah,Villa,4,"7,140,743",1258,"380,000"
1/01/2021,January,2021,Palm Jumeirah,Villa,4,"11,450,000",1956,"710,000"
1/02/2021,February,2021,Palm Jumeirah,Villa,4,"9,500,000",1710,"530,000"
1/03/2021,March,2021,Palm Jumeirah,Villa,4,"11,150,000",2230,"385,000"
1/04/2019,April,2019,Palm Jumeirah,Villa,5,"16,900,000",3087,"430,000"
1/05/2019,May,2019,Palm Jumeirah,Villa,5,"22,500,000",2653,"700,000"
1/06/2019,June,2019,Palm Jumeirah,Villa,5,"28,312,500",4247,"450,000"
1/07/2019,July,2019,Palm Jumeirah,Villa,5,"16,500,000",2434,"450,000"
1/08/2019,August,2019,Palm Jumeirah,Villa,5,"16,700,000",2466,"472,500"
1/09/2019,September,2019,Palm Jumeirah,Villa,5,"5,750,000",1699,"300,000"
1/10/2019,October,2019,Palm Jumeirah,Villa,5,"13,700,000",2141,"440,000"
1/11/2019,November,2019,Palm Jumeirah,Villa,5,"7,015,000",1738,"600,000"
1/12/2019,December,2019,Palm Jumeirah,Villa,5,"35,000,000",2543,"310,000"
1/01/2020,January,2020,Palm Jumeirah,Villa,5,"16,500,000",2400,"500,000"
1/02/2020,February,2020,Palm Jumeirah,Villa,5,"10,500,000",1571,"565,000"
1/03/2020,March,2020,Palm Jumeirah,Villa,5,"6,332,500",1119,"500,000"
1/04/2020,April,2020,Palm Jumeirah,Villa,5,"10,000,000",1871,"550,000"
1/05/2020,May,2020,Palm Jumeirah,Villa,5,"9,250,000",1634,"420,000"
1/06/2020,June,2020,Palm Jumeirah,Villa,5,"10,600,000",1767,"455,000"
1/07/2020,July,2020,Palm Jumeirah,Villa,5,"19,400,284",2805,"462,500"
1/08/2020,August,2020,Palm Jumeirah,Villa,5,"21,000,000",3000,"260,000"
1/09/2020,September,2020,Palm Jumeirah,Villa,5,"11,675,000",1826,"550,000"
1/10/2020,October,2020,Palm Jumeirah,Villa,5,"18,050,000",1901,"542,500"
1/11/2020,November,2020,Palm Jumeirah,Villa,5,"11,500,000",2152,"600,000"
1/12/2020,December,2020,Palm Jumeirah,Villa,5,"10,600,000",2547,"750,000"
1/01/2021,January,2021,Palm Jumeirah,Villa,5,"19,000,000",2578,"700,000"
1/02/2021,February,2021,Palm Jumeirah,Villa,5,"7,750,000",2019,"950,000"
1/03/2021,March,2021,Palm Jumeirah,Villa,5,"23,750,000",3177,"650,000"
1/04/2019,April,2019,Palm Jumeirah,Villa,6,"19,500,000",2786,"690,000"
1/05/2019,May,2019,Palm Jumeirah,Villa,6,"16,625,000",2375,"650,000"
1/06/2019,June,2019,Palm Jumeirah,Villa,6,"16,000,000",2286,"650,000"
1/07/2019,July,2019,Palm Jumeirah,Villa,6,"17,425,000",2489,"600,000"
1/08/2019,August,2019,Palm Jumeirah,Villa,6,"44,940,000",3510,"600,000"
1/09/2019,September,2019,Palm Jumeirah,Villa,6,"18,000,000",2571,"612,500"
1/10/2019,October,2019,Palm Jumeirah,Villa,6,"36,000,000",3475,"650,000"
1/11/2019,November,2019,Palm Jumeirah,Villa,6,"25,500,000",3643,"650,000"
1/12/2019,December,2019,Palm Jumeirah,Villa,6,"40,000,000",2821,"700,000"
1/01/2020,January,2020,Palm Jumeirah,Villa,6,"35,000,000",3493,"722,495"
1/02/2020,February,2020,Palm Jumeirah,Villa,6,"13,000,000",1857,"445,000"
1/03/2020,March,2020,Palm Jumeirah,Villa,6,"35,000,000",3064,"700,000"
1/04/2020,April,2020,Palm Jumeirah,Villa,6,"20,000,000",2857,"722,495"
1/05/2020,May,2020,Palm Jumeirah,Villa,6,"42,000,000",3461,"600,000"
1/06/2020,June,2020,Palm Jumeirah,Villa,6,"14,000,000",2000,"747,500"
1/07/2020,July,2020,Palm Jumeirah,Villa,6,"10,520,000",1503,"750,000"
1/08/2020,August,2020,Palm Jumeirah,Villa,6,"16,000,000",889,"775,000"
1/09/2020,September,2020,Palm Jumeirah,Villa,6,"17,750,000",2536,"787,500"
1/10/2020,October,2020,Palm Jumeirah,Villa,6,"16,000,000",2286,"950,000"
1/11/2020,November,2020,Palm Jumeirah,Villa,6,"24,500,000",3500,"1,000,000"
1/12/2020,December,2020,Palm Jumeirah,Villa,6,"25,500,000",3643,"915,000"
1/01/2021,January,2021,Palm Jumeirah,Villa,6,"18,500,000",1762,"810,000"
1/02/2021,February,2021,Palm Jumeirah,Villa,6,"16,500,000",2357,"1,150,000"
1/03/2021,March,2021,Palm Jumeirah,Villa,6,"27,500,000",3929,"1,100,000"
1/04/2019,April,2019,International City,Apartment,0,"230,000",478,"24,000"
1/05/2019,May,2019,International City,Apartment,0,"225,000",472,"30,000"
1/06/2019,June,2019,International City,Apartment,0,"230,000",486,"35,000"
1/07/2019,July,2019,International City,Apartment,0,"227,500",479,"23,500"
1/08/2019,August,2019,International City,Apartment,0,"240,000",495,"22,000"
1/09/2019,September,2019,International City,Apartment,0,"230,000",491,"28,000"
1/10/2019,October,2019,International City,Apartment,0,"230,000",485,"25,000"
1/11/2019,November,2019,International City,Apartment,0,"230,000",490,"28,000"
1/12/2019,December,2019,International City,Apartment,0,"248,500",510,"28,000"
1/01/2020,January,2020,International City,Apartment,0,"225,000",465,"19,000"
1/02/2020,February,2020,International City,Apartment,0,"230,000",475,"18,500"
1/03/2020,March,2020,International City,Apartment,0,"252,080",544,"18,500"
1/04/2020,April,2020,International City,Apartment,0,"242,500",497,"22,000"
1/05/2020,May,2020,International City,Apartment,0,"242,500",567,"20,000"
1/06/2020,June,2020,International City,Apartment,0,"220,000",454,"45,000"
1/07/2020,July,2020,International City,Apartment,0,"205,000",428,"28,000"
1/08/2020,August,2020,International City,Apartment,0,"200,000",423,"27,999"
1/09/2020,September,2020,International City,Apartment,0,"200,000",423,"28,000"
1/10/2020,October,2020,International City,Apartment,0,"205,000",441,"28,000"
1/11/2020,November,2020,International City,Apartment,0,"200,000",422,"28,000"
1/12/2020,December,2020,International City,Apartment,0,"205,000",440,"15,000"
1/01/2021,January,2021,International City,Apartment,0,"187,130",398,"27,999"
1/02/2021,February,2021,International City,Apartment,0,"205,000",434,"30,000"
1/03/2021,March,2021,International City,Apartment,0,"200,000",421,"26,000"
1/04/2019,April,2019,International City,Apartment,1,"325,000",451,"32,500"
1/05/2019,May,2019,International City,Apartment,1,"333,000",453,"35,000"
1/06/2019,June,2019,International City,Apartment,1,"332,500",458,"35,000"
1/07/2019,July,2019,International City,Apartment,1,"335,000",458,"35,000"
1/08/2019,August,2019,International City,Apartment,1,"330,000",438,"35,000"
1/09/2019,September,2019,International City,Apartment,1,"328,500",459,"33,000"
1/10/2019,October,2019,International City,Apartment,1,"330,000",451,"28,000"
1/11/2019,November,2019,International City,Apartment,1,"330,000",453,"31,000"
1/12/2019,December,2019,International City,Apartment,1,"325,000",447,"30,500"
1/01/2020,January,2020,International City,Apartment,1,"322,500",440,"28,000"
1/02/2020,February,2020,International City,Apartment,1,"330,000",452,"28,000"
1/03/2020,March,2020,International City,Apartment,1,"350,000",522,"29,500"
1/04/2020,April,2020,International City,Apartment,1,"315,000",437,"33,000"
1/05/2020,May,2020,International City,Apartment,1,"447,565",630,"31,500"
1/06/2020,June,2020,International City,Apartment,1,"315,000",437,"28,000"
1/07/2020,July,2020,International City,Apartment,1,"300,000",409,"30,600"
1/08/2020,August,2020,International City,Apartment,1,"280,000",411,"32,000"
1/09/2020,September,2020,International City,Apartment,1,"310,000",425,"23,000"
1/10/2020,October,2020,International City,Apartment,1,"292,500",406,"29,000"
1/11/2020,November,2020,International City,Apartment,1,"295,000",404,"30,000"
1/12/2020,December,2020,International City,Apartment,1,"300,000",411,"24,000"
1/01/2021,January,2021,International City,Apartment,1,"285,000",396,"24,000"
1/02/2021,February,2021,International City,Apartment,1,"290,000",390,"30,000"
1/03/2021,March,2021,International City,Apartment,1,"288,000",388,"22,000"
1/04/2019,April,2019,International City,Apartment,2,"477,500",597,"52,000"
1/05/2019,May,2019,International City,Apartment,2,"550,000",596,"52,000"
1/06/2019,June,2019,International City,Apartment,2,"495,000",491,"47,000"
1/07/2019,July,2019,International City,Apartment,2,"450,000",461,"50,000"
1/08/2019,August,2019,International City,Apartment,2,"375,000",381,"52,000"
1/09/2019,September,2019,International City,Apartment,2,"350,000",393,"52,000"
1/10/2019,October,2019,International City,Apartment,2,"492,571",401,"52,000"
1/11/2019,November,2019,International City,Apartment,2,"552,500",509,"50,000"
1/12/2019,December,2019,International City,Apartment,2,"515,000",482,"52,000"
1/01/2020,January,2020,International City,Apartment,2,"570,000",507,"50,000"
1/02/2020,February,2020,International City,Apartment,2,"485,000",513,"54,000"
1/03/2020,March,2020,International City,Apartment,2,"455,000",414,"50,000"
1/04/2020,April,2020,International City,Apartment,2,"340,000",335,"52,000"
1/05/2020,May,2020,International City,Apartment,2,"225,000",255,"51,500"
1/06/2020,June,2020,International City,Apartment,2,"362,500",393,"50,000"
1/07/2020,July,2020,International City,Apartment,2,"350,000",378,"47,500"
1/08/2020,August,2020,International City,Apartment,2,"348,000",441,"49,999"
1/09/2020,September,2020,International City,Apartment,2,"350,000",362,"42,000"
1/10/2020,October,2020,International City,Apartment,2,"490,000",411,"40,000"
1/11/2020,November,2020,International City,Apartment,2,"280,000",302,"44,000"
1/12/2020,December,2020,International City,Apartment,2,"315,000",442,"44,000"
1/01/2021,January,2021,International City,Apartment,2,"450,000",417,"45,000"
1/02/2021,February,2021,International City,Apartment,2,"415,000",411,"42,000"
1/03/2021,March,2021,International City,Apartment,2,"340,000",414,"40,000"
1/04/2019,April,2019,International City,Apartment,3,"667,500",540,"77,500"
1/05/2019,May,2019,International City,Apartment,3,"900,000",626,"85,000"
1/06/2019,June,2019,International City,Apartment,3,"982,600",666,"80,000"
1/07/2019,July,2019,International City,Apartment,3,"865,000",576,"80,000"
1/08/2019,August,2019,International City,Apartment,3,"950,000",626,"80,000"
1/09/2019,September,2019,International City,Apartment,3,"960,000",628,"80,000"
1/10/2019,October,2019,International City,Apartment,3,"550,000",504,"80,000"
1/11/2019,November,2019,International City,Apartment,3,"505,000",481,"80,000"
1/12/2019,December,2019,International City,Apartment,3,"330,000",355,"85,000"
1/01/2020,January,2020,International City,Apartment,3,"420,000",452,"85,000"
1/02/2020,February,2020,International City,Apartment,3,"930,000",642,"100,000"
1/03/2020,March,2020,International City,Apartment,3,"660,000",422,"88,000"
1/04/2020,April,2020,International City,Apartment,3,"700,000",582,"86,500"
1/05/2020,May,2020,International City,Apartment,3,"1,080,000",670,"94,000"
1/06/2020,June,2020,International City,Apartment,3,"815,000",483,"73,000"
1/07/2020,July,2020,International City,Apartment,3,"1,050,000",641,"70,000"
1/08/2020,August,2020,International City,Apartment,3,"335,000",361,"71,000"
1/09/2020,September,2020,International City,Apartment,3,"900,000",560,"70,000"
1/10/2020,October,2020,International City,Apartment,3,"900,000",592,"66,000"
1/11/2020,November,2020,International City,Apartment,3,"900,000",592,"73,000"
1/12/2020,December,2020,International City,Apartment,3,"800,000",518,"65,500"
1/01/2021,January,2021,International City,Apartment,3,"430,000",318,"65,000"
1/02/2021,February,2021,International City,Apartment,3,"550,000",405,"60,000"
1/03/2021,March,2021,International City,Apartment,3,"515,000",509,"60,000"
